wavelength	flux	var	error
4.732000e+03	2.133537e-19	6.008721e-40	2.451269e-20
4.733000e+03	2.104807e-19	5.776543e-40	2.403444e-20
4.734000e+03	1.892126e-19	5.817278e-40	2.411903e-20
4.735000e+03	2.090503e-19	6.269561e-40	2.503909e-20
4.736000e+03	2.093650e-19	6.341770e-40	2.518287e-20
4.737000e+03	1.961237e-19	6.485007e-40	2.546568e-20
4.738000e+03	2.204758e-19	6.397471e-40	2.529322e-20
4.739000e+03	1.942344e-19	5.924309e-40	2.433990e-20
4.740000e+03	1.927307e-19	5.947472e-40	2.438744e-20
4.741000e+03	1.707592e-19	5.893772e-40	2.427709e-20
4.742000e+03	1.936226e-19	5.812791e-40	2.410973e-20
4.743000e+03	1.997270e-19	5.682348e-40	2.383768e-20
4.744000e+03	1.924276e-19	5.443713e-40	2.333177e-20
4.745000e+03	2.102519e-19	5.428526e-40	2.329920e-20
4.746000e+03	1.938145e-19	5.338051e-40	2.310422e-20
4.747000e+03	2.098381e-19	5.230009e-40	2.286921e-20
4.748000e+03	1.943027e-19	5.210763e-40	2.282709e-20
4.749000e+03	1.867179e-19	5.644054e-40	2.375722e-20
4.750000e+03	1.915399e-19	5.932368e-40	2.435645e-20
4.751000e+03	1.939351e-19	5.939573e-40	2.437124e-20
